# generated 20260719T195455Z by data/make_before_after.py; before = results/pre_sign_fix_snapshot (pre-fix), after = regenerated post-fix; TOL=0.005
baseline_comparison.csv,CALCE_A123,rbc_dekf,CALCE_A123|rbc_dekf,conv_rate_strict,0.15384615384615385,0.3076923076923077,0.15384615384615385,True,True
baseline_comparison.csv,CALCE_A123,rbc_dekf,CALCE_A123|rbc_dekf,rate_recovered,0.07692307692307693,0.07692307692307693,0.0,True,False
baseline_comparison.csv,CALCE_A123,rbc_dekf,CALCE_A123|rbc_dekf,rate_diverged,0.7692307692307693,0.6153846153846154,-0.15384615384615385,True,True
baseline_comparison.csv,Deng_BAIC_EU500,coulomb,Deng_BAIC_EU500|coulomb,rmse_median,43.4243048071293,14.827529275986073,-28.59677553114323,True,True
baseline_comparison.csv,Deng_BAIC_EU500,coulomb,Deng_BAIC_EU500|coulomb,rmse_mean,40.123308348851644,14.83164190691044,-25.291666441941203,True,True
baseline_comparison.csv,Deng_BAIC_EU500,coulomb,Deng_BAIC_EU500|coulomb,conv_rate_strict,0.035,0.6195,0.5845,True,True
baseline_comparison.csv,Deng_BAIC_EU500,coulomb,Deng_BAIC_EU500|coulomb,rate_recovered,0.0315,0.1815,0.15,True,True
baseline_comparison.csv,Deng_BAIC_EU500,coulomb,Deng_BAIC_EU500|coulomb,rate_diverged,0.9335,0.199,-0.7344999999999999,True,True
baseline_comparison.csv,Deng_BAIC_EU500,my_ekf,Deng_BAIC_EU500|my_ekf,rmse_median,9.283379517088294,9.283379517088294,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,my_ekf,Deng_BAIC_EU500|my_ekf,rmse_mean,9.69217307590877,9.69217307590877,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,my_ekf,Deng_BAIC_EU500|my_ekf,conv_rate_strict,0.839,0.839,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,my_ekf,Deng_BAIC_EU500|my_ekf,rate_recovered,0.1225,0.1225,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,my_ekf,Deng_BAIC_EU500|my_ekf,rate_diverged,0.0385,0.0385,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,ocv_lookup,Deng_BAIC_EU500|ocv_lookup,rmse_median,6.347978911877719,6.347978911877719,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,ocv_lookup,Deng_BAIC_EU500|ocv_lookup,rmse_mean,6.051591944027226,6.051591944027226,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,ocv_lookup,Deng_BAIC_EU500|ocv_lookup,conv_rate_strict,0.7475,0.7475,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,ocv_lookup,Deng_BAIC_EU500|ocv_lookup,rate_recovered,0.1675,0.1675,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,ocv_lookup,Deng_BAIC_EU500|ocv_lookup,rate_diverged,0.085,0.085,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,rbc_coupled,Deng_BAIC_EU500|rbc_coupled,rmse_median,16.026673051494292,16.026673051494292,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,rbc_coupled,Deng_BAIC_EU500|rbc_coupled,rmse_mean,18.70032819741382,18.70032819741382,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,rbc_coupled,Deng_BAIC_EU500|rbc_coupled,conv_rate_strict,0.3245,0.3245,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,rbc_coupled,Deng_BAIC_EU500|rbc_coupled,rate_recovered,0.232,0.232,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,rbc_coupled,Deng_BAIC_EU500|rbc_coupled,rate_diverged,0.4435,0.4435,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,rbc_dekf,Deng_BAIC_EU500|rbc_dekf,rmse_median,7.663277840966977,7.663277840966977,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,rbc_dekf,Deng_BAIC_EU500|rbc_dekf,rmse_mean,9.886086336378153,9.886086336378153,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,rbc_dekf,Deng_BAIC_EU500|rbc_dekf,conv_rate_strict,0.806,0.806,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,rbc_dekf,Deng_BAIC_EU500|rbc_dekf,rate_recovered,0.163,0.163,0.0,False,False
baseline_comparison.csv,Deng_BAIC_EU500,rbc_dekf,Deng_BAIC_EU500|rbc_dekf,rate_diverged,0.031,0.031,0.0,False,False
baseline_comparison.csv,Parallel_Module,coulomb,Parallel_Module|coulomb,rmse_median,17.751808444485857,17.751808444485857,0.0,False,False
baseline_comparison.csv,Parallel_Module,coulomb,Parallel_Module|coulomb,rmse_mean,15.32768827243734,15.32768827243734,0.0,False,False
baseline_comparison.csv,Parallel_Module,coulomb,Parallel_Module|coulomb,conv_rate_strict,0.18981481481481483,0.18981481481481483,0.0,False,False
baseline_comparison.csv,Parallel_Module,coulomb,Parallel_Module|coulomb,rate_recovered,0.05555555555555555,0.05555555555555555,0.0,False,False
baseline_comparison.csv,Parallel_Module,coulomb,Parallel_Module|coulomb,rate_diverged,0.7546296296296297,0.7546296296296297,0.0,False,False
baseline_comparison.csv,Parallel_Module,my_ekf,Parallel_Module|my_ekf,rmse_median,15.566347634336054,16.893490459749884,1.32714282541383,True,True
baseline_comparison.csv,Parallel_Module,my_ekf,Parallel_Module|my_ekf,rmse_mean,15.49114041642208,15.412460414771852,-0.0786800016502287,True,True
baseline_comparison.csv,Parallel_Module,my_ekf,Parallel_Module|my_ekf,conv_rate_strict,0.26851851851851855,0.26851851851851855,0.0,True,False
baseline_comparison.csv,Parallel_Module,my_ekf,Parallel_Module|my_ekf,rate_recovered,0.1527777777777778,0.08796296296296297,-0.06481481481481483,True,True
baseline_comparison.csv,Parallel_Module,my_ekf,Parallel_Module|my_ekf,rate_diverged,0.5787037037037037,0.6435185185185185,0.06481481481481477,True,True
baseline_comparison.csv,Parallel_Module,ocv_lookup,Parallel_Module|ocv_lookup,rmse_median,16.31903716845111,16.31903716845111,0.0,False,False
baseline_comparison.csv,Parallel_Module,ocv_lookup,Parallel_Module|ocv_lookup,rmse_mean,21.07470182494247,21.07470182494247,0.0,False,False
baseline_comparison.csv,Parallel_Module,ocv_lookup,Parallel_Module|ocv_lookup,conv_rate_strict,0.24074074074074073,0.24074074074074073,0.0,False,False
baseline_comparison.csv,Parallel_Module,ocv_lookup,Parallel_Module|ocv_lookup,rate_recovered,0.1388888888888889,0.1388888888888889,0.0,False,False
baseline_comparison.csv,Parallel_Module,ocv_lookup,Parallel_Module|ocv_lookup,rate_diverged,0.6203703703703703,0.6203703703703703,0.0,False,False
baseline_comparison.csv,Parallel_Module,rbc_coupled,Parallel_Module|rbc_coupled,rmse_median,15.636695455560371,17.295108031675092,1.6584125761147206,True,True
baseline_comparison.csv,Parallel_Module,rbc_coupled,Parallel_Module|rbc_coupled,rmse_mean,16.114594957543186,15.647148793325893,-0.4674461642172929,True,True
baseline_comparison.csv,Parallel_Module,rbc_coupled,Parallel_Module|rbc_coupled,conv_rate_strict,0.25462962962962965,0.2037037037037037,-0.05092592592592596,True,True
baseline_comparison.csv,Parallel_Module,rbc_coupled,Parallel_Module|rbc_coupled,rate_recovered,0.125,0.08333333333333333,-0.04166666666666667,True,True
baseline_comparison.csv,Parallel_Module,rbc_coupled,Parallel_Module|rbc_coupled,rate_diverged,0.6203703703703703,0.7129629629629629,0.09259259259259256,True,True
baseline_comparison.csv,Parallel_Module,rbc_dekf,Parallel_Module|rbc_dekf,rmse_median,15.536144428455948,16.57309651115238,1.0369520826964305,True,True
baseline_comparison.csv,Parallel_Module,rbc_dekf,Parallel_Module|rbc_dekf,rmse_mean,15.480604539499133,15.167976678881704,-0.31262786061742887,True,True
baseline_comparison.csv,Parallel_Module,rbc_dekf,Parallel_Module|rbc_dekf,conv_rate_strict,0.2638888888888889,0.23148148148148148,-0.03240740740740741,True,True
baseline_comparison.csv,Parallel_Module,rbc_dekf,Parallel_Module|rbc_dekf,rate_recovered,0.1712962962962963,0.1111111111111111,-0.0601851851851852,True,True
baseline_comparison.csv,Parallel_Module,rbc_dekf,Parallel_Module|rbc_dekf,rate_diverged,0.5648148148148148,0.6574074074074074,0.09259259259259267,True,True
baseline_comparison.csv,VED,coulomb,VED|coulomb,rmse_median,20.811915828714227,19.747631016093116,-1.0642848126211106,True,True
baseline_comparison.csv,VED,coulomb,VED|coulomb,rmse_mean,16.04606797690447,14.025233790271127,-2.020834186633344,True,True
baseline_comparison.csv,VED,coulomb,VED|coulomb,conv_rate_strict,0.15441176470588236,0.26715686274509803,0.11274509803921567,True,True
baseline_comparison.csv,VED,coulomb,VED|coulomb,rate_recovered,0.11764705882352941,0.061274509803921566,-0.056372549019607844,True,True
baseline_comparison.csv,VED,coulomb,VED|coulomb,rate_diverged,0.7279411764705882,0.6715686274509803,-0.056372549019607865,True,True
baseline_comparison.csv,VED,my_ekf,VED|my_ekf,rmse_median,23.978649970719403,23.978649970719403,0.0,False,False
baseline_comparison.csv,VED,my_ekf,VED|my_ekf,rmse_mean,25.7104851712867,25.7104851712867,0.0,False,False
baseline_comparison.csv,VED,my_ekf,VED|my_ekf,conv_rate_strict,0.16176470588235295,0.16176470588235295,0.0,False,False
baseline_comparison.csv,VED,my_ekf,VED|my_ekf,rate_recovered,0.10784313725490197,0.10784313725490197,0.0,False,False
baseline_comparison.csv,VED,my_ekf,VED|my_ekf,rate_diverged,0.7303921568627451,0.7303921568627451,0.0,False,False
baseline_comparison.csv,VED,ocv_lookup,VED|ocv_lookup,rmse_median,11.397284306769055,11.397284306769055,0.0,False,False
baseline_comparison.csv,VED,ocv_lookup,VED|ocv_lookup,rmse_mean,14.825227019007281,14.825227019007281,0.0,False,False
baseline_comparison.csv,VED,ocv_lookup,VED|ocv_lookup,conv_rate_strict,0.35294117647058826,0.35294117647058826,0.0,False,False
baseline_comparison.csv,VED,ocv_lookup,VED|ocv_lookup,rate_recovered,0.2181372549019608,0.2181372549019608,0.0,False,False
baseline_comparison.csv,VED,ocv_lookup,VED|ocv_lookup,rate_diverged,0.42892156862745096,0.42892156862745096,0.0,False,False
baseline_comparison.csv,VED,rbc_coupled,VED|rbc_coupled,rmse_median,20.35191195825164,20.35191195825164,0.0,False,False
baseline_comparison.csv,VED,rbc_coupled,VED|rbc_coupled,rmse_mean,22.229047083723078,22.229047083723078,0.0,False,False
baseline_comparison.csv,VED,rbc_coupled,VED|rbc_coupled,conv_rate_strict,0.17647058823529413,0.17647058823529413,0.0,False,False
baseline_comparison.csv,VED,rbc_coupled,VED|rbc_coupled,rate_recovered,0.09068627450980392,0.09068627450980392,0.0,False,False
baseline_comparison.csv,VED,rbc_coupled,VED|rbc_coupled,rate_diverged,0.7328431372549019,0.7328431372549019,0.0,False,False
baseline_comparison.csv,VED,rbc_dekf,VED|rbc_dekf,rmse_median,20.997899076295777,20.997899076295777,0.0,False,False
baseline_comparison.csv,VED,rbc_dekf,VED|rbc_dekf,rmse_mean,23.47212117141675,23.47212117141675,0.0,False,False
baseline_comparison.csv,VED,rbc_dekf,VED|rbc_dekf,conv_rate_strict,0.1715686274509804,0.1715686274509804,0.0,False,False
baseline_comparison.csv,VED,rbc_dekf,VED|rbc_dekf,rate_recovered,0.12990196078431374,0.12990196078431374,0.0,False,False
baseline_comparison.csv,VED,rbc_dekf,VED|rbc_dekf,rate_diverged,0.6985294117647058,0.6985294117647058,0.0,False,False
nominal_accuracy.csv,BMW_i3,coulomb,BMW_i3|coulomb,rmse_median,16.75497467296871,0.232312772999996,-16.522661899968714,True,True
nominal_accuracy.csv,BMW_i3,coulomb,BMW_i3|coulomb,rmse_mean,17.278673238925855,0.35408614066448163,-16.924587098261373,True,True
nominal_accuracy.csv,BMW_i3,coulomb,BMW_i3|coulomb,conv_rate_strict,0.015873015873015872,0.9841269841269841,0.9682539682539681,True,True
nominal_accuracy.csv,BMW_i3,my_ekf,BMW_i3|my_ekf,rmse_median,13.941352115349495,13.941352115349495,0.0,False,False
nominal_accuracy.csv,BMW_i3,my_ekf,BMW_i3|my_ekf,rmse_mean,15.479083637544559,15.479083637544559,0.0,False,False
nominal_accuracy.csv,BMW_i3,my_ekf,BMW_i3|my_ekf,conv_rate_strict,0.3333333333333333,0.3333333333333333,0.0,False,False
nominal_accuracy.csv,BMW_i3,ocv_lookup,BMW_i3|ocv_lookup,rmse_median,38.42788954727097,38.42788954727097,0.0,False,False
nominal_accuracy.csv,BMW_i3,ocv_lookup,BMW_i3|ocv_lookup,rmse_mean,37.753746948120366,37.753746948120366,0.0,False,False
nominal_accuracy.csv,BMW_i3,ocv_lookup,BMW_i3|ocv_lookup,conv_rate_strict,0.3968253968253968,0.3968253968253968,0.0,False,False
nominal_accuracy.csv,BMW_i3,rbc_dekf,BMW_i3|rbc_dekf,rmse_median,13.38915028815456,13.38915028815456,0.0,False,False
nominal_accuracy.csv,BMW_i3,rbc_dekf,BMW_i3|rbc_dekf,rmse_mean,15.068466389917814,15.068466389917814,0.0,False,False
nominal_accuracy.csv,BMW_i3,rbc_dekf,BMW_i3|rbc_dekf,conv_rate_strict,0.3492063492063492,0.3492063492063492,0.0,False,False
nominal_accuracy.csv,CALCE_A123,coulomb,CALCE_A123|coulomb,rmse_median,0.09734078451781053,0.09734078451781053,0.0,False,False
nominal_accuracy.csv,CALCE_A123,coulomb,CALCE_A123|coulomb,rmse_mean,0.20197232346615962,0.20197232346615962,0.0,False,False
nominal_accuracy.csv,CALCE_A123,coulomb,CALCE_A123|coulomb,conv_rate_strict,1.0,1.0,0.0,False,False
nominal_accuracy.csv,CALCE_A123,my_ekf,CALCE_A123|my_ekf,rmse_median,28.475930380328784,28.446260832016236,-0.029669548312547533,True,True
nominal_accuracy.csv,CALCE_A123,my_ekf,CALCE_A123|my_ekf,rmse_mean,28.987431965676247,29.38375383764798,0.3963218719717325,True,True
nominal_accuracy.csv,CALCE_A123,my_ekf,CALCE_A123|my_ekf,conv_rate_strict,0.07692307692307693,0.23076923076923078,0.15384615384615385,True,True
nominal_accuracy.csv,CALCE_A123,ocv_lookup,CALCE_A123|ocv_lookup,rmse_median,34.679438261304156,34.679438261304156,0.0,False,False
nominal_accuracy.csv,CALCE_A123,ocv_lookup,CALCE_A123|ocv_lookup,rmse_mean,36.81458850586005,36.81458850586005,0.0,False,False
nominal_accuracy.csv,CALCE_A123,ocv_lookup,CALCE_A123|ocv_lookup,conv_rate_strict,0.2692307692307692,0.2692307692307692,0.0,False,False
nominal_accuracy.csv,CALCE_A123,rbc_dekf,CALCE_A123|rbc_dekf,rmse_median,23.980985403988498,26.870326195833705,2.889340791845207,True,True
nominal_accuracy.csv,CALCE_A123,rbc_dekf,CALCE_A123|rbc_dekf,rmse_mean,23.950324023164043,27.127677802333594,3.1773537791695503,True,True
nominal_accuracy.csv,CALCE_A123,rbc_dekf,CALCE_A123|rbc_dekf,conv_rate_strict,0.07692307692307693,0.34615384615384615,0.2692307692307692,True,True
nominal_accuracy.csv,Deng_BAIC_EU500,coulomb,Deng_BAIC_EU500|coulomb,rmse_median,55.738095423329824,4.975292208581551,-50.762803214748274,True,True
nominal_accuracy.csv,Deng_BAIC_EU500,coulomb,Deng_BAIC_EU500|coulomb,rmse_mean,49.584704856080265,5.163518856383243,-44.42118599969702,True,True
nominal_accuracy.csv,Deng_BAIC_EU500,coulomb,Deng_BAIC_EU500|coulomb,conv_rate_strict,0.003,0.2235,0.2205,True,True
nominal_accuracy.csv,Deng_BAIC_EU500,my_ekf,Deng_BAIC_EU500|my_ekf,rmse_median,9.21067473931278,9.21067473931278,0.0,False,False
nominal_accuracy.csv,Deng_BAIC_EU500,my_ekf,Deng_BAIC_EU500|my_ekf,rmse_mean,8.76411913895065,8.76411913895065,0.0,False,False
nominal_accuracy.csv,Deng_BAIC_EU500,my_ekf,Deng_BAIC_EU500|my_ekf,conv_rate_strict,0.872,0.872,0.0,False,False
nominal_accuracy.csv,Deng_BAIC_EU500,ocv_lookup,Deng_BAIC_EU500|ocv_lookup,rmse_median,6.347978911877719,6.347978911877719,0.0,False,False
nominal_accuracy.csv,Deng_BAIC_EU500,ocv_lookup,Deng_BAIC_EU500|ocv_lookup,rmse_mean,6.051591944027226,6.051591944027226,0.0,False,False
nominal_accuracy.csv,Deng_BAIC_EU500,ocv_lookup,Deng_BAIC_EU500|ocv_lookup,conv_rate_strict,0.7475,0.7475,0.0,False,False
nominal_accuracy.csv,Deng_BAIC_EU500,rbc_dekf,Deng_BAIC_EU500|rbc_dekf,rmse_median,6.067569405548953,6.067569405548953,0.0,False,False
nominal_accuracy.csv,Deng_BAIC_EU500,rbc_dekf,Deng_BAIC_EU500|rbc_dekf,rmse_mean,5.8765006599852025,5.8765006599852025,0.0,False,False
nominal_accuracy.csv,Deng_BAIC_EU500,rbc_dekf,Deng_BAIC_EU500|rbc_dekf,conv_rate_strict,0.8595,0.8595,0.0,False,False
nominal_accuracy.csv,Parallel_Module,coulomb,Parallel_Module|coulomb,rmse_median,2.532515299509459,2.532515299509459,0.0,False,False
nominal_accuracy.csv,Parallel_Module,coulomb,Parallel_Module|coulomb,rmse_mean,2.683477162255324,2.683477162255324,0.0,False,False
nominal_accuracy.csv,Parallel_Module,coulomb,Parallel_Module|coulomb,conv_rate_strict,0.7870370370370371,0.7870370370370371,0.0,False,False
nominal_accuracy.csv,Parallel_Module,my_ekf,Parallel_Module|my_ekf,rmse_median,4.96379292054438,2.721017194854609,-2.242775725689771,True,True
nominal_accuracy.csv,Parallel_Module,my_ekf,Parallel_Module|my_ekf,rmse_mean,9.046296995104914,8.111742287479423,-0.934554707625491,True,True
nominal_accuracy.csv,Parallel_Module,my_ekf,Parallel_Module|my_ekf,conv_rate_strict,0.37037037037037035,0.625,0.25462962962962965,True,True
nominal_accuracy.csv,Parallel_Module,ocv_lookup,Parallel_Module|ocv_lookup,rmse_median,16.31903716845111,16.31903716845111,0.0,False,False
nominal_accuracy.csv,Parallel_Module,ocv_lookup,Parallel_Module|ocv_lookup,rmse_mean,21.07470182494247,21.07470182494247,0.0,False,False
nominal_accuracy.csv,Parallel_Module,ocv_lookup,Parallel_Module|ocv_lookup,conv_rate_strict,0.24074074074074073,0.24074074074074073,0.0,False,False
nominal_accuracy.csv,Parallel_Module,rbc_dekf,Parallel_Module|rbc_dekf,rmse_median,5.057372658031461,2.659907061174101,-2.3974655968573604,True,True
nominal_accuracy.csv,Parallel_Module,rbc_dekf,Parallel_Module|rbc_dekf,rmse_mean,8.690432215361538,7.0922953777864155,-1.5981368375751224,True,True
nominal_accuracy.csv,Parallel_Module,rbc_dekf,Parallel_Module|rbc_dekf,conv_rate_strict,0.2916666666666667,0.5972222222222222,0.3055555555555555,True,True
nominal_accuracy.csv,VED,coulomb,VED|coulomb,rmse_median,2.8613160975544973,1.4333602590222072,-1.4279558385322901,True,True
nominal_accuracy.csv,VED,coulomb,VED|coulomb,rmse_mean,3.9772136135847562,1.6760662145644318,-2.3011473990203246,True,True
nominal_accuracy.csv,VED,coulomb,VED|coulomb,conv_rate_strict,0.5122549019607843,0.9093137254901961,0.3970588235294118,True,True
nominal_accuracy.csv,VED,my_ekf,VED|my_ekf,rmse_median,12.87040866143874,12.87040866143874,0.0,False,False
nominal_accuracy.csv,VED,my_ekf,VED|my_ekf,rmse_mean,17.62033407397681,17.62033407397681,0.0,False,False
nominal_accuracy.csv,VED,my_ekf,VED|my_ekf,conv_rate_strict,0.22303921568627452,0.22303921568627452,0.0,False,False
nominal_accuracy.csv,VED,ocv_lookup,VED|ocv_lookup,rmse_median,11.397284306769055,11.397284306769055,0.0,False,False
nominal_accuracy.csv,VED,ocv_lookup,VED|ocv_lookup,rmse_mean,14.825227019007281,14.825227019007281,0.0,False,False
nominal_accuracy.csv,VED,ocv_lookup,VED|ocv_lookup,conv_rate_strict,0.35294117647058826,0.35294117647058826,0.0,False,False
nominal_accuracy.csv,VED,rbc_dekf,VED|rbc_dekf,rmse_median,10.940756311776136,10.940756311776136,0.0,False,False
nominal_accuracy.csv,VED,rbc_dekf,VED|rbc_dekf,rmse_mean,15.676762344006736,15.676762344006736,0.0,False,False
nominal_accuracy.csv,VED,rbc_dekf,VED|rbc_dekf,conv_rate_strict,0.2622549019607843,0.2622549019607843,0.0,False,False
